STATE,CITY,CLLI,RACK ID,BAY NAME,BAY,RACK,CHASSIS,USAGE,FULL RACK NAME,RACK STATUS,RACK CREATED,RACK MODIFIED,EQUIPMENT NAME,EQPT STATUS,EQPT-W,EQPT-H,EQPT-D,EQPT CREATED,EQPT MODIFIED,RACK-W,RACK-H,RACK-D,SOURCE SYSTEM,EQPT_ID
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..001.007,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8644604,PLLKCO01.001.0004..001.007,BAY,RACK,,,PLLKCO01.001.0004..001.007.FR,IN SERVICE,,4/13/2018 13:02,,,,,,,,23,84,15,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..001.008,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8587543,PLLKCO01.001.0004..001.008,BAY,RACK,,,PLLKCO01.001.0004..001.008.FR,IN SERVICE,,5/30/2023 14:41,,,,,,,,23,84,15,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..001.009,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8613831,PLLKCO01.001.0004..001.009,BAY,RACK,,,PLLKCO01.001.0004..001.009.FR,IN SERVICE,,11/17/2012 10:41,,,,,,,,19,84,12,,
CO,PALMER LAKE,PLLKCO01,8644600,PLLKCO01.001.0004..001.010,BAY,RACK,,,PLLKCO01.001.0004..001.010.FR,IN SERVICE,,11/17/2012 10:41,,,,,,,,19,84,12,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..001.010,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..001.011,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8587551,PLLKCO01.001.0004..001.011,BAY,RACK,,,PLLKCO01.001.0004..001.011.FR,IN SERVICE,,11/17/2012 10:41,,,,,,,,19,84,12,,
CO,PALMER LAKE,PLLKCO01,8644596,PLLKCO01.001.0004..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.0004..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.INFINERA.INFINERA.00003.DCM-1,IN SERVICE,17,2,11,11/17/2012 13:23,11/17/2012 13:23,23,84,15,GRANITE,2894627
CO,PALMER LAKE,PLLKCO01,8644596,PLLKCO01.001.0004..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.0004..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.INFINERA.INFINERA.00003.1,IN SERVICE,20,12,9,11/17/2012 13:23,4/27/2017 5:42,23,84,15,GRANITE,2813437
CO,PALMER LAKE,PLLKCO01,8644596,PLLKCO01.001.0004..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.0004..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.INFINERA.INFINERA.00004.1,IN SERVICE,20,12,9,11/17/2012 13:23,4/27/2017 5:42,23,84,15,GRANITE,2761321
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.001,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8587532,PLLKCO01.001.0004..002.002,BAY,RACK,CHASSIS,,PLLKCO01.001.0004..002.002.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01STEMFP 001.0004..002.002.040,IN SERVICE,19,2,10,11/17/2012 13:23,11/17/2012 13:23,23,84,15,GRANITE,2741465
CO,PALMER LAKE,PLLKCO01,8587532,PLLKCO01.001.0004..002.002,BAY,RACK,CHASSIS,,PLLKCO01.001.0004..002.002.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.INFINERA.INFINERA.00002.DCM-2,IN SERVICE,17,2,11,11/17/2012 13:23,11/17/2012 13:23,23,84,15,GRANITE,2605080
CO,PALMER LAKE,PLLKCO01,8587532,PLLKCO01.001.0004..002.002,BAY,RACK,CHASSIS,,PLLKCO01.001.0004..002.002.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.INFINERA.INFINERA.00002.DCM-1,IN SERVICE,17,2,11,11/17/2012 13:23,11/17/2012 13:23,23,84,15,GRANITE,2397824
CO,PALMER LAKE,PLLKCO01,8587532,PLLKCO01.001.0004..002.002,BAY,RACK,CHASSIS,,PLLKCO01.001.0004..002.002.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.INFINERA.INFINERA.00002.1,IN SERVICE,20,12,9,11/17/2012 13:23,9/15/2016 13:14,23,84,15,GRANITE,2556525
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.002,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.003,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8587541,PLLKCO01.001.0004..002.003,BAY,RACK,,,PLLKCO01.001.0004..002.003.FR,IN SERVICE,,11/17/2012 10:41,,,,,,,,24.313,84,15,,
CO,PALMER LAKE,PLLKCO01,8613827,PLLKCO01.001.0004..002.004,BAY,RACK,,,PLLKCO01.001.0004..002.004.FR,IN SERVICE,,11/17/2012 10:41,,,,,,,,23,84,15,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.004,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.005,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8587537,PLLKCO01.001.0004..002.005,BAY,RACK,,,PLLKCO01.001.0004..002.005.FR,IN SERVICE,,7/16/2018 19:49,,,,,,,,23,84,15,,
CO,PALMER LAKE,PLLKCO01,8613829,PLLKCO01.001.0004..002.006,BAY,RACK,,,PLLKCO01.001.0004..002.006.FR,IN SERVICE,,11/17/2012 10:41,,,,,,,,19,84,12,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.006,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8587539,PLLKCO01.001.0004..002.007,BAY,RACK,,,PLLKCO01.001.0004..002.007.FR,IN SERVICE,,04/04/2022 15:23,,,,,,,,23,84,15,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.007,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8644592,PLLKCO01.001.0004..002.008,BAY,RACK,,,PLLKCO01.001.0004..002.008.FR,IN SERVICE,,1/21/2014 17:46,,,,,,,,23,84,15,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.008,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8587535,PLLKCO01.001.0004..002.009,BAY,RACK,,,PLLKCO01.001.0004..002.009.FR,IN SERVICE,,6/16/2015 12:31,,,,,,,,23,84,12,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.009,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.010,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8644594,PLLKCO01.001.0004..002.010,BAY,RACK,,,PLLKCO01.001.0004..002.010.FR,IN SERVICE,,11/17/2012 10:41,,,,,,,,19,84,12,,
CO,PALMER LAKE,PLLKCO01,8587538,PLLKCO01.001.0004..002.011,BAY,RACK,,,PLLKCO01.001.0004..002.011.FR,IN SERVICE,,03/02/2017 17:23,,,,,,,,23,84,15,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.0004..002.011,BAY,,,CUSTOMER,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8613852,PLLKCO01.001.H101..001.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..001.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01GWYOSX 001.H101..001.001.001,IN SERVICE,13,84,24,11/17/2012 13:23,9/17/2015 19:04,19,84,19,GRANITE,2668081
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..001.001,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8603828,PLLKCO01.001.H101..001.002,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..001.002.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01GWYOSX 001.H101..001.002.001,IN SERVICE,13,84,24,11/17/2012 13:23,11/11/2020 21:38,19,84,19,GRANITE,2340473
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..001.002,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8603836,PLLKCO01.001.H101..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.INFINERA.INFINERA.00001.DCM-1,IN SERVICE,17,2,11,11/17/2012 13:23,11/17/2012 13:23,24.313,84,15,GRANITE,2192438
CO,PALMER LAKE,PLLKCO01,8603836,PLLKCO01.001.H101..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01O##.INFINERA.INFINERA.00190.DCM-1,IN SERVICE,17,2,11,11/17/2012 13:23,11/17/2012 13:23,24.313,84,15,GRANITE,2121282
CO,PALMER LAKE,PLLKCO01,8603836,PLLKCO01.001.H101..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01O##.INFINERA.INFINERA.00387.DCM-1,IN SERVICE,17,2,11,11/17/2012 13:23,9/15/2016 12:09,24.313,84,15,GRANITE,2527854
CO,PALMER LAKE,PLLKCO01,8603836,PLLKCO01.001.H101..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01O##.INFINERA.INFINERA.00679.DCM-1,IN SERVICE,17,2,11,11/17/2012 13:23,11/17/2012 13:23,24.313,84,15,GRANITE,2235057
CO,PALMER LAKE,PLLKCO01,8603836,PLLKCO01.001.H101..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.INFINERA.INFINERA.00001.1,IN SERVICE,20,12,9,11/17/2012 13:23,6/29/2017 6:12,24.313,84,15,GRANITE,2664322
CO,PALMER LAKE,PLLKCO01,8603836,PLLKCO01.001.H101..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01O##.INFINERA.INFINERA.00190.1,IN SERVICE,20,12,9,11/17/2012 13:23,4/27/2017 5:42,24.313,84,15,GRANITE,2842439
CO,PALMER LAKE,PLLKCO01,8603836,PLLKCO01.001.H101..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01O##.INFINERA.INFINERA.00679.1,IN SERVICE,20,12,9,11/17/2012 13:23,4/27/2017 5:42,24.313,84,15,GRANITE,2599424
CO,PALMER LAKE,PLLKCO01,8603836,PLLKCO01.001.H101..002.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..002.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01O##.INFINERA.INFINERA.00387.1,IN SERVICE,20,12,9,11/17/2012 13:23,4/27/2017 5:42,24.313,84,15,GRANITE,2148837
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..002.001,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..002.002,BAY,,,,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..002.002,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..002.003,BAY,,,,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..002.003,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8644635,PLLKCO01.001.H101..003.001,BAY,RACK,,,PLLKCO01.001.H101..003.001.FR,IN SERVICE,,11/17/2012 10:41,,,,,,,,24,84,12,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..003.001,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8644637,PLLKCO01.001.H101..003.002,BAY,RACK,,,PLLKCO01.001.H101..003.002.FR,IN SERVICE,,11/17/2012 10:41,,,,,,,,24,84,12,,
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..003.002,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8603832,PLLKCO01.001.H101..004.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..004.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.CISCO.2811.00001.N/A,IN SERVICE,17.49,1.7,16.3,11/17/2012 13:23,03/12/2018 18:14,19,84,12,GRANITE,2161614
CO,PALMER LAKE,PLLKCO01,8603832,PLLKCO01.001.H101..004.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..004.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.CISCO.1924.01002.N/A,IN SERVICE,18,2,8,11/17/2012 13:23,02/02/2018 21:08,19,84,12,GRANITE,2800427
CO,PALMER LAKE,PLLKCO01,8603832,PLLKCO01.001.H101..004.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..004.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01D##.CISCO.2511.01003.001,IN SERVICE,18,2,11,11/17/2012 13:23,12/15/2012 4:03,19,84,12,GRANITE,2664468
CO,PALMER LAKE,PLLKCO01,8603832,PLLKCO01.001.H101..004.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..004.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01D##.CISCO.2511.01003.PATCH,IN SERVICE,18,4,2,11/17/2012 13:23,12/15/2012 4:03,19,84,12,GRANITE,2302096
CO,PALMER LAKE,PLLKCO01,8603832,PLLKCO01.001.H101..004.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..004.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01###.CISCO.2811.00001.001,IN SERVICE,19,5,2,11/17/2012 13:23,11/17/2012 13:23,19,84,12,GRANITE,2733778
CO,PALMER LAKE,PLLKCO01,8603832,PLLKCO01.001.H101..004.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..004.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01##W.CISCO.7204.01004.N/A,IN SERVICE,17,5,17,11/17/2012 13:23,3/21/2016 19:26,19,84,12,GRANITE,2352448
CO,PALMER LAKE,PLLKCO01,8603832,PLLKCO01.001.H101..004.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..004.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01RG#.CANOGA.CP9101.01000.N/A,IN SERVICE,19,9,15,11/17/2012 13:23,4/18/2016 14:52,19,84,12,GRANITE,2333047
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..004.001,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8644629,PLLKCO01.001.H101..005.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..005.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01.GWYOSX.001.H101..005.001.7,IN SERVICE,19,6.9,18,05/03/2017 19:26,1/26/2021 15:51,24,84,12,GRANITE,2419907
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..005.001,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8644631,PLLKCO01.001.H101..005.002,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..005.002.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01.INFINERA.DTN-X.00001.1,IN SERVICE,19.5,12.2,9.3,01/07/2015 18:07,3/21/2016 19:11,23,84,12,GRANITE,2199793
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..005.002,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8644633,PLLKCO01.001.H101..005.003,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..005.003.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01.ADVA.FSP 3000R7.00002.SH1HU-P-1,IN SERVICE,17.6,2.82,10.65,1/24/2020 18:12,5/21/2025 20:43,23,84,12,GRANITE,2475804
CO,PALMER LAKE,PLLKCO01,8644633,PLLKCO01.001.H101..005.003,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..005.003.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01.ADVA.FSP 3000R7.00001.40CSM-NE,IN SERVICE,17.5,3.5,8.6,06/07/2013 21:50,6/27/2013 18:00,23,84,12,GRANITE,2633461
CO,PALMER LAKE,PLLKCO01,8644633,PLLKCO01.001.H101..005.003,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..005.003.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01.ADVA.FSP 3000R7.00002.40CSM-NE,IN SERVICE,17.5,3.5,8.6,1/24/2020 18:12,5/22/2020 19:18,23,84,12,GRANITE,2207134
CO,PALMER LAKE,PLLKCO01,8644633,PLLKCO01.001.H101..005.003,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..005.003.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01.ADVA.FSP 3000R7.00001.SHELF-1,IN SERVICE,17.8,12.25,10.75,06/07/2013 21:50,5/23/2025 12:34,23,84,12,GRANITE,2604002
CO,PALMER LAKE,PLLKCO01,8644633,PLLKCO01.001.H101..005.003,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..005.003.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01.ADVA.FSP 3000R7.00002.SHELF-1,IN SERVICE,17.56,15.71,10.63,1/24/2020 18:12,5/22/2020 19:18,23,84,12,GRANITE,2221728
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..005.003,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,13406294,PLLKCO01.001.H101..006.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..006.001.FR,IN SERVICE,,05/03/2017 19:13,PLLKCO01.GWYOSX.001.H101..006.001.37,IN SERVICE,19,6.9,18,05/03/2017 19:26,05/03/2017 19:26,30,84,24,GRANITE,2694808
CO,PALMER LAKE,PLLKCO01,13406294,PLLKCO01.001.H101..006.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..006.001.FR,IN SERVICE,,05/03/2017 19:13,PLLKCO01.GWYOSX.001.H101..006.001.7,IN SERVICE,19,6.9,18,09/12/2021 23:35,10/26/2021 18:47,30,84,24,GRANITE,2539961
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..006.001,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,13406294,PLLKCO01.001.H101..006.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..006.001.FR,IN SERVICE,,05/03/2017 19:13,PLLKCO01.OSPOCP.001.H101..006.001.13,IN SERVICE,,,,3/22/2024 18:24,3/22/2024 18:24,30,84,24,GRANITE,2237133
CO,PALMER LAKE,PLLKCO01,13406295,PLLKCO01.001.H101..006.002,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..006.002.FR,IN SERVICE,,05/03/2017 19:14,PLLKCO01.GWYOSX.001.H101..006.002.37,IN SERVICE,19,6.9,18,05/03/2017 19:26,05/03/2017 19:26,30,84,24,GRANITE,2799496
CO,PALMER LAKE,PLLKCO01,13406295,PLLKCO01.001.H101..006.002,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..006.002.FR,IN SERVICE,,05/03/2017 19:14,PLLKCO01.GWYOSX.001.H101..006.002.7,IN SERVICE,19,6.9,18,05/03/2017 19:26,05/03/2017 19:26,30,84,24,GRANITE,2583312
CO,PALMER LAKE,PLLKCO01,13406295,PLLKCO01.001.H101..006.002,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..006.002.FR,IN SERVICE,,05/03/2017 19:14,PLLKCO01.OSPOCP.001.H101..006.002.13,IN SERVICE,,,,3/22/2024 18:24,3/22/2024 18:24,30,84,24,GRANITE,2472752
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..006.002,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8587631,PLLKCO01.001.H101..00Z.001,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..00Z.001.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01GWYFEC 001.H101..00Z.001.001,PLANNED,32,19,13,11/17/2012 13:23,11/17/2012 13:23,32,62,19,GRANITE,2434994
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..00Z.001,BAY,,,FACILITY,,,,,,,,,,,,,,,,
CO,PALMER LAKE,PLLKCO01,8587635,PLLKCO01.001.H101..00Z.002,BAY,RACK,CHASSIS,,PLLKCO01.001.H101..00Z.002.FR,IN SERVICE,,11/17/2012 10:41,PLLKCO01GWYFEC 001.H101..00Z.002.001,PLANNED,32,19,13,11/17/2012 13:23,11/17/2012 13:23,32,62,19,GRANITE,2783199
CO,PALMER LAKE,PLLKCO01,,PLLKCO01.001.H101..00Z.002,BAY,,,FACILITY,,,,,,,,,,,,,,,,
